t,link_count,changed,add_edges,del_edges
9702,587,0,0,0
9703,587,0,0,0
9704,587,0,0,0
9705,587,0,0,0
9706,587,0,0,0
9707,587,0,0,0
9708,587,0,0,0
9709,587,0,0,0
9710,587,0,0,0
9711,587,0,0,0
9712,587,0,0,0
9713,587,0,0,0
9714,587,0,0,0
9715,587,0,0,0
9716,587,0,0,0
9717,587,0,0,0
9718,587,0,0,0
9719,587,0,0,0
9720,587,0,0,0
9721,592,1,5,0
9722,592,0,0,0
9723,592,0,0,0
9724,592,0,0,0
9725,592,0,0,0
9726,592,0,0,0
9727,592,0,0,0
9728,592,0,0,0
9729,592,0,0,0
9730,592,0,0,0
9731,592,0,0,0
9732,592,0,0,0
9733,592,0,0,0
9734,592,0,0,0
9735,592,0,0,0
9736,592,0,0,0
9737,592,0,0,0
9738,592,0,0,0
9739,592,0,0,0
9740,592,0,0,0
9741,592,0,0,0
9742,592,0,0,0
9743,592,0,0,0
9744,592,0,0,0
9745,592,0,0,0
9746,592,0,0,0
9747,592,0,0,0
9748,592,0,0,0
9749,592,0,0,0
9750,592,0,0,0
9751,592,0,0,0
9752,592,0,0,0
9753,592,0,0,0
9754,592,0,0,0
9755,592,0,0,0
9756,592,0,0,0
9757,592,0,0,0
9758,592,0,0,0
9759,592,0,0,0
9760,592,0,0,0
9761,592,0,0,0
9762,592,0,0,0
9763,592,0,0,0
9764,592,0,0,0
9765,592,0,0,0
9766,592,0,0,0
9767,592,0,0,0
9768,592,0,0,0
9769,592,0,0,0
9770,592,0,0,0
9771,592,0,0,0
9772,592,0,0,0
9773,592,0,0,0
9774,566,1,0,26
9775,566,0,0,0
9776,566,0,0,0
9777,566,0,0,0
9778,566,0,0,0
9779,566,0,0,0
9780,566,0,0,0
9781,566,0,0,0
9782,566,0,0,0
9783,566,0,0,0
9784,566,0,0,0
9785,566,0,0,0
9786,566,0,0,0
9787,566,0,0,0
9788,566,0,0,0
9789,566,0,0,0
9790,566,0,0,0
9791,566,0,0,0
9792,566,0,0,0
9793,566,0,0,0
9794,566,0,0,0
9795,566,0,0,0
9796,566,0,0,0
9797,566,0,0,0
9798,566,0,0,0
9799,566,0,0,0
9800,566,0,0,0
9801,566,0,0,0
9802,566,0,0,0
9803,566,0,0,0
9804,566,0,0,0
9805,566,0,0,0
9806,566,0,0,0
9807,566,0,0,0
9808,566,0,0,0
9809,566,0,0,0
9810,566,0,0,0
9811,566,0,0,0
9812,566,0,0,0
9813,566,0,0,0
9814,566,0,0,0
9815,566,0,0,0
9816,566,0,0,0
9817,566,0,0,0
9818,566,0,0,0
9819,566,0,0,0
9820,566,0,0,0
9821,566,0,0,0
9822,566,0,0,0
9823,566,0,0,0
9824,566,0,0,0
9825,566,0,0,0
9826,566,0,0,0
9827,566,0,0,0
9828,566,0,0,0
9829,566,0,0,0
9830,566,0,0,0
9831,566,0,0,0
9832,566,0,0,0
9833,566,0,0,0
9834,587,1,26,5
9835,587,0,0,0
9836,587,0,0,0
9837,587,0,0,0
9838,587,0,0,0
9839,587,0,0,0
9840,587,0,0,0
9841,587,0,0,0
9842,587,0,0,0
9843,587,0,0,0
9844,587,0,0,0
9845,587,0,0,0
9846,587,0,0,0
9847,587,0,0,0
9848,587,0,0,0
9849,587,0,0,0
9850,587,0,0,0
9851,587,0,0,0
9852,587,0,0,0
9853,587,0,0,0
9854,587,0,0,0
9855,587,0,0,0
9856,587,0,0,0
9857,587,0,0,0
9858,587,0,0,0
9859,587,0,0,0
9860,587,0,0,0
9861,587,0,0,0
9862,587,0,0,0
9863,587,0,0,0
9864,587,0,0,0
9865,587,0,0,0
9866,587,0,0,0
9867,587,0,0,0
9868,587,0,0,0
9869,587,0,0,0
9870,587,0,0,0
9871,587,0,0,0
9872,587,0,0,0
9873,587,0,0,0
9874,587,0,0,0
9875,587,0,0,0
9876,587,0,0,0
9877,587,0,0,0
9878,587,0,0,0
9879,587,0,0,0
9880,587,0,0,0
9881,587,0,0,0
9882,587,0,0,0
9883,587,0,0,0
9884,587,0,0,0
9885,587,0,0,0
9886,587,0,0,0
9887,587,0,0,0
9888,587,0,0,0
9889,587,0,0,0
9890,587,0,0,0
9891,587,0,0,0
9892,587,0,0,0
9893,587,0,0,0
9894,592,1,5,0
9895,592,0,0,0
9896,592,0,0,0
9897,592,0,0,0
9898,592,0,0,0
9899,592,0,0,0
9900,592,0,0,0
9901,592,0,0,0
9902,592,0,0,0
9903,592,0,0,0
9904,592,0,0,0
9905,592,0,0,0
9906,592,0,0,0
9907,592,0,0,0
9908,592,0,0,0
9909,592,0,0,0
9910,592,0,0,0
9911,592,0,0,0
9912,592,0,0,0
9913,592,0,0,0
9914,592,0,0,0
9915,592,0,0,0
9916,592,0,0,0
9917,592,0,0,0
9918,592,0,0,0
9919,592,0,0,0
9920,592,0,0,0
9921,592,0,0,0
9922,592,0,0,0
9923,592,0,0,0
9924,592,0,0,0
9925,592,0,0,0
9926,592,0,0,0
9927,592,0,0,0
9928,592,0,0,0
9929,592,0,0,0
9930,592,0,0,0
9931,592,0,0,0
9932,592,0,0,0
9933,592,0,0,0
9934,592,0,0,0
9935,592,0,0,0
9936,592,0,0,0
9937,592,0,0,0
9938,592,0,0,0
9939,592,0,0,0
9940,592,0,0,0
9941,592,0,0,0
9942,592,0,0,0
9943,592,0,0,0
9944,592,0,0,0
9945,592,0,0,0
9946,566,1,0,26
9947,566,0,0,0
9948,566,0,0,0
9949,566,0,0,0
9950,566,0,0,0
9951,566,0,0,0
9952,566,0,0,0
9953,566,0,0,0
9954,566,0,0,0
9955,566,0,0,0
9956,566,0,0,0
9957,566,0,0,0
9958,566,0,0,0
9959,566,0,0,0
9960,566,0,0,0
9961,566,0,0,0
9962,566,0,0,0
9963,566,0,0,0
9964,566,0,0,0
9965,566,0,0,0
9966,566,0,0,0
9967,566,0,0,0
9968,566,0,0,0
9969,566,0,0,0
9970,566,0,0,0
9971,566,0,0,0
9972,566,0,0,0
9973,566,0,0,0
9974,566,0,0,0
9975,566,0,0,0
9976,566,0,0,0
9977,566,0,0,0
9978,566,0,0,0
9979,566,0,0,0
9980,566,0,0,0
9981,566,0,0,0
9982,566,0,0,0
9983,566,0,0,0
9984,566,0,0,0
9985,566,0,0,0
9986,566,0,0,0
9987,566,0,0,0
9988,566,0,0,0
9989,566,0,0,0
9990,566,0,0,0
9991,566,0,0,0
9992,566,0,0,0
9993,566,0,0,0
9994,566,0,0,0
9995,566,0,0,0
9996,566,0,0,0
9997,566,0,0,0
9998,566,0,0,0
9999,566,0,0,0
10000,566,0,0,0
10001,566,0,0,0
10002,566,0,0,0
10003,566,0,0,0
10004,566,0,0,0
10005,566,0,0,0
10006,587,1,26,5
10007,587,0,0,0
10008,587,0,0,0
10009,587,0,0,0
10010,587,0,0,0
10011,587,0,0,0
10012,587,0,0,0
10013,587,0,0,0
10014,587,0,0,0
10015,587,0,0,0
10016,587,0,0,0
10017,587,0,0,0
10018,587,0,0,0
10019,587,0,0,0
10020,587,0,0,0
10021,587,0,0,0
10022,587,0,0,0
10023,587,0,0,0
10024,587,0,0,0
10025,587,0,0,0
10026,587,0,0,0
10027,587,0,0,0
10028,587,0,0,0
10029,587,0,0,0
10030,587,0,0,0
10031,587,0,0,0
10032,587,0,0,0
10033,587,0,0,0
10034,587,0,0,0
10035,587,0,0,0
10036,587,0,0,0
10037,587,0,0,0
10038,587,0,0,0
10039,587,0,0,0
10040,587,0,0,0
10041,587,0,0,0
10042,587,0,0,0
10043,587,0,0,0
10044,587,0,0,0
10045,587,0,0,0
10046,587,0,0,0
10047,587,0,0,0
10048,587,0,0,0
10049,587,0,0,0
10050,587,0,0,0
10051,587,0,0,0
10052,587,0,0,0
10053,587,0,0,0
10054,587,0,0,0
10055,587,0,0,0
10056,587,0,0,0
10057,587,0,0,0
10058,587,0,0,0
10059,587,0,0,0
10060,587,0,0,0
10061,587,0,0,0
10062,587,0,0,0
10063,587,0,0,0
10064,587,0,0,0
10065,587,0,0,0
10066,592,1,5,0
10067,592,0,0,0
10068,592,0,0,0
10069,592,0,0,0
10070,592,0,0,0
10071,592,0,0,0
10072,592,0,0,0
10073,592,0,0,0
10074,592,0,0,0
10075,592,0,0,0
10076,592,0,0,0
10077,592,0,0,0
10078,592,0,0,0
10079,592,0,0,0
10080,592,0,0,0
10081,592,0,0,0
10082,592,0,0,0
10083,592,0,0,0
10084,592,0,0,0
10085,592,0,0,0
10086,592,0,0,0
10087,592,0,0,0
10088,592,0,0,0
10089,592,0,0,0
10090,592,0,0,0
10091,592,0,0,0
10092,592,0,0,0
10093,592,0,0,0
10094,592,0,0,0
10095,592,0,0,0
10096,592,0,0,0
10097,592,0,0,0
10098,592,0,0,0
10099,592,0,0,0
10100,592,0,0,0
10101,592,0,0,0
10102,592,0,0,0
10103,592,0,0,0
10104,592,0,0,0
10105,592,0,0,0
10106,592,0,0,0
10107,592,0,0,0
10108,592,0,0,0
10109,592,0,0,0
10110,592,0,0,0
10111,592,0,0,0
10112,592,0,0,0
10113,592,0,0,0
10114,592,0,0,0
10115,592,0,0,0
10116,592,0,0,0
10117,592,0,0,0
10118,566,1,0,26
10119,566,0,0,0
10120,566,0,0,0
10121,566,0,0,0
10122,566,0,0,0
10123,566,0,0,0
10124,566,0,0,0
10125,566,0,0,0
10126,566,0,0,0
10127,566,0,0,0
10128,566,0,0,0
10129,566,0,0,0
10130,566,0,0,0
10131,566,0,0,0
10132,566,0,0,0
10133,566,0,0,0
10134,566,0,0,0
10135,566,0,0,0
10136,566,0,0,0
10137,566,0,0,0
10138,566,0,0,0
10139,566,0,0,0
10140,566,0,0,0
10141,566,0,0,0
10142,566,0,0,0
10143,566,0,0,0
10144,566,0,0,0
10145,566,0,0,0
10146,566,0,0,0
10147,566,0,0,0
10148,566,0,0,0
10149,566,0,0,0
10150,566,0,0,0
10151,566,0,0,0
10152,566,0,0,0
10153,566,0,0,0
10154,566,0,0,0
10155,566,0,0,0
10156,566,0,0,0
10157,566,0,0,0
10158,566,0,0,0
10159,566,0,0,0
10160,566,0,0,0
10161,566,0,0,0
10162,566,0,0,0
10163,566,0,0,0
10164,566,0,0,0
10165,566,0,0,0
10166,566,0,0,0
10167,566,0,0,0
10168,566,0,0,0
10169,566,0,0,0
10170,566,0,0,0
10171,566,0,0,0
10172,566,0,0,0
10173,566,0,0,0
10174,566,0,0,0
10175,566,0,0,0
10176,566,0,0,0
10177,566,0,0,0
10178,587,1,26,5
10179,587,0,0,0
10180,587,0,0,0
10181,587,0,0,0
10182,587,0,0,0
10183,587,0,0,0
10184,587,0,0,0
10185,587,0,0,0
10186,587,0,0,0
10187,587,0,0,0
10188,587,0,0,0
10189,587,0,0,0
10190,587,0,0,0
10191,587,0,0,0
10192,587,0,0,0
10193,587,0,0,0
10194,587,0,0,0
10195,587,0,0,0
10196,587,0,0,0
10197,587,0,0,0
10198,587,0,0,0
10199,587,0,0,0
10200,587,0,0,0
10201,587,0,0,0
10202,587,0,0,0
10203,587,0,0,0
10204,587,0,0,0
10205,587,0,0,0
10206,587,0,0,0
10207,587,0,0,0
10208,587,0,0,0
10209,587,0,0,0
10210,587,0,0,0
10211,587,0,0,0
10212,587,0,0,0
10213,587,0,0,0
10214,587,0,0,0
10215,587,0,0,0
10216,587,0,0,0
10217,587,0,0,0
10218,587,0,0,0
10219,587,0,0,0
10220,587,0,0,0
10221,587,0,0,0
10222,587,0,0,0
10223,587,0,0,0
10224,587,0,0,0
10225,587,0,0,0
10226,587,0,0,0
10227,587,0,0,0
10228,587,0,0,0
10229,587,0,0,0
10230,587,0,0,0
10231,587,0,0,0
10232,587,0,0,0
10233,587,0,0,0
10234,587,0,0,0
10235,587,0,0,0
10236,587,0,0,0
10237,587,0,0,0
10238,592,1,5,0
10239,592,0,0,0
10240,592,0,0,0
10241,592,0,0,0
10242,592,0,0,0
10243,592,0,0,0
10244,592,0,0,0
10245,592,0,0,0
10246,592,0,0,0
10247,592,0,0,0
10248,592,0,0,0
10249,592,0,0,0
10250,592,0,0,0
10251,592,0,0,0
10252,592,0,0,0
10253,592,0,0,0
10254,592,0,0,0
10255,592,0,0,0
10256,592,0,0,0
10257,592,0,0,0
10258,592,0,0,0
10259,592,0,0,0
10260,592,0,0,0
10261,592,0,0,0
10262,592,0,0,0
10263,592,0,0,0
10264,592,0,0,0
10265,592,0,0,0
10266,592,0,0,0
10267,592,0,0,0
10268,592,0,0,0
10269,592,0,0,0
10270,592,0,0,0
10271,592,0,0,0
10272,592,0,0,0
10273,592,0,0,0
10274,592,0,0,0
10275,592,0,0,0
10276,592,0,0,0
10277,592,0,0,0
10278,592,0,0,0
10279,592,0,0,0
10280,592,0,0,0
10281,592,0,0,0
10282,592,0,0,0
10283,592,0,0,0
10284,592,0,0,0
10285,592,0,0,0
10286,592,0,0,0
10287,592,0,0,0
10288,592,0,0,0
10289,592,0,0,0
10290,566,1,0,26
10291,566,0,0,0
10292,566,0,0,0
10293,566,0,0,0
10294,566,0,0,0
10295,566,0,0,0
10296,566,0,0,0
10297,566,0,0,0
10298,566,0,0,0
10299,566,0,0,0
10300,566,0,0,0
10301,566,0,0,0
10302,566,0,0,0
10303,566,0,0,0
10304,566,0,0,0
10305,566,0,0,0
10306,566,0,0,0
10307,566,0,0,0
10308,566,0,0,0
10309,566,0,0,0
10310,566,0,0,0
10311,566,0,0,0
10312,566,0,0,0
10313,566,0,0,0
10314,566,0,0,0
10315,566,0,0,0
10316,566,0,0,0
10317,566,0,0,0
10318,566,0,0,0
10319,566,0,0,0
10320,566,0,0,0
10321,566,0,0,0
10322,566,0,0,0
10323,566,0,0,0
10324,566,0,0,0
10325,566,0,0,0
10326,566,0,0,0
10327,566,0,0,0
10328,566,0,0,0
10329,566,0,0,0
10330,566,0,0,0
10331,566,0,0,0
10332,566,0,0,0
10333,566,0,0,0
10334,566,0,0,0
10335,566,0,0,0
10336,566,0,0,0
10337,566,0,0,0
10338,566,0,0,0
10339,566,0,0,0
10340,566,0,0,0
10341,566,0,0,0
10342,566,0,0,0
10343,566,0,0,0
10344,566,0,0,0
10345,566,0,0,0
10346,566,0,0,0
10347,566,0,0,0
10348,566,0,0,0
10349,566,0,0,0
10350,587,1,26,5
10351,587,0,0,0
10352,587,0,0,0
10353,587,0,0,0
10354,587,0,0,0
10355,587,0,0,0
10356,587,0,0,0
10357,587,0,0,0
10358,587,0,0,0
10359,587,0,0,0
10360,587,0,0,0
10361,587,0,0,0
10362,587,0,0,0
10363,587,0,0,0
10364,587,0,0,0
10365,587,0,0,0
10366,587,0,0,0
10367,587,0,0,0
10368,587,0,0,0
10369,587,0,0,0
10370,587,0,0,0
10371,587,0,0,0
10372,587,0,0,0
10373,587,0,0,0
10374,587,0,0,0
10375,587,0,0,0
10376,587,0,0,0
10377,587,0,0,0
10378,587,0,0,0
10379,587,0,0,0
10380,587,0,0,0
10381,587,0,0,0
10382,587,0,0,0
10383,587,0,0,0
10384,587,0,0,0
10385,587,0,0,0
10386,587,0,0,0
10387,587,0,0,0
10388,587,0,0,0
10389,587,0,0,0
10390,587,0,0,0
10391,587,0,0,0
10392,587,0,0,0
10393,587,0,0,0
10394,587,0,0,0
10395,587,0,0,0
10396,587,0,0,0
10397,587,0,0,0
10398,587,0,0,0
10399,587,0,0,0
10400,587,0,0,0
10401,587,0,0,0
10402,587,0,0,0
10403,587,0,0,0
10404,587,0,0,0
10405,587,0,0,0
10406,587,0,0,0
10407,587,0,0,0
10408,587,0,0,0
10409,587,0,0,0
10410,592,1,5,0
10411,592,0,0,0
10412,592,0,0,0
10413,592,0,0,0
10414,592,0,0,0
10415,592,0,0,0
10416,592,0,0,0
10417,592,0,0,0
10418,592,0,0,0
10419,592,0,0,0
10420,592,0,0,0
10421,592,0,0,0
10422,592,0,0,0
10423,592,0,0,0
10424,592,0,0,0
10425,592,0,0,0
10426,592,0,0,0
10427,592,0,0,0
10428,592,0,0,0
10429,592,0,0,0
10430,592,0,0,0
10431,592,0,0,0
10432,592,0,0,0
10433,592,0,0,0
10434,592,0,0,0
10435,592,0,0,0
10436,592,0,0,0
10437,592,0,0,0
10438,592,0,0,0
10439,592,0,0,0
10440,592,0,0,0
10441,592,0,0,0
10442,592,0,0,0
10443,592,0,0,0
10444,592,0,0,0
10445,592,0,0,0
10446,592,0,0,0
10447,592,0,0,0
10448,592,0,0,0
10449,592,0,0,0
10450,592,0,0,0
10451,592,0,0,0
10452,592,0,0,0
10453,592,0,0,0
10454,592,0,0,0
10455,592,0,0,0
10456,592,0,0,0
10457,592,0,0,0
10458,592,0,0,0
10459,592,0,0,0
10460,592,0,0,0
10461,592,0,0,0
10462,566,1,0,26
10463,566,0,0,0
10464,566,0,0,0
10465,566,0,0,0
10466,566,0,0,0
10467,566,0,0,0
10468,566,0,0,0
10469,566,0,0,0
10470,566,0,0,0
10471,566,0,0,0
10472,566,0,0,0
10473,566,0,0,0
10474,566,0,0,0
10475,566,0,0,0
10476,566,0,0,0
10477,566,0,0,0
10478,566,0,0,0
10479,566,0,0,0
10480,566,0,0,0
10481,566,0,0,0
10482,566,0,0,0
10483,566,0,0,0
10484,566,0,0,0
10485,566,0,0,0
10486,566,0,0,0
10487,566,0,0,0
10488,566,0,0,0
10489,566,0,0,0
10490,566,0,0,0
10491,566,0,0,0
10492,566,0,0,0
10493,566,0,0,0
10494,566,0,0,0
10495,566,0,0,0
10496,566,0,0,0
10497,566,0,0,0
10498,566,0,0,0
10499,566,0,0,0
10500,566,0,0,0
10501,566,0,0,0
10502,566,0,0,0
10503,566,0,0,0
10504,566,0,0,0
10505,566,0,0,0
10506,566,0,0,0
10507,566,0,0,0
10508,566,0,0,0
10509,566,0,0,0
10510,566,0,0,0
10511,566,0,0,0
10512,566,0,0,0
10513,566,0,0,0
10514,566,0,0,0
10515,566,0,0,0
10516,566,0,0,0
10517,566,0,0,0
10518,566,0,0,0
10519,566,0,0,0
10520,566,0,0,0
10521,566,0,0,0
10522,587,1,26,5
10523,587,0,0,0
10524,587,0,0,0
10525,587,0,0,0
10526,587,0,0,0
10527,587,0,0,0
10528,587,0,0,0
10529,587,0,0,0
10530,587,0,0,0
10531,587,0,0,0
10532,587,0,0,0
10533,587,0,0,0
10534,587,0,0,0
10535,587,0,0,0
10536,587,0,0,0
10537,587,0,0,0
10538,587,0,0,0
10539,587,0,0,0
10540,587,0,0,0
10541,587,0,0,0
10542,587,0,0,0
10543,587,0,0,0
10544,587,0,0,0
10545,587,0,0,0
10546,587,0,0,0
10547,587,0,0,0
10548,587,0,0,0
10549,587,0,0,0
10550,587,0,0,0
10551,587,0,0,0
10552,587,0,0,0
10553,587,0,0,0
10554,587,0,0,0
10555,587,0,0,0
10556,587,0,0,0
10557,587,0,0,0
10558,587,0,0,0
10559,587,0,0,0
10560,587,0,0,0
10561,587,0,0,0
10562,587,0,0,0
10563,587,0,0,0
10564,587,0,0,0
10565,587,0,0,0
10566,587,0,0,0
10567,587,0,0,0
10568,587,0,0,0
10569,587,0,0,0
10570,587,0,0,0
10571,587,0,0,0
10572,587,0,0,0
10573,587,0,0,0
10574,587,0,0,0
10575,587,0,0,0
10576,587,0,0,0
10577,587,0,0,0
10578,587,0,0,0
10579,587,0,0,0
10580,587,0,0,0
10581,587,0,0,0
10582,592,1,5,0
10583,592,0,0,0
10584,592,0,0,0
10585,592,0,0,0
10586,592,0,0,0
10587,592,0,0,0
10588,592,0,0,0
10589,592,0,0,0
10590,592,0,0,0
10591,592,0,0,0
10592,592,0,0,0
10593,592,0,0,0
10594,592,0,0,0
10595,592,0,0,0
10596,592,0,0,0
10597,592,0,0,0
10598,592,0,0,0
10599,592,0,0,0
10600,592,0,0,0
10601,592,0,0,0
10602,592,0,0,0
10603,592,0,0,0
10604,592,0,0,0
10605,592,0,0,0
10606,592,0,0,0
10607,592,0,0,0
10608,592,0,0,0
10609,592,0,0,0
10610,592,0,0,0
10611,592,0,0,0
10612,592,0,0,0
10613,592,0,0,0
10614,592,0,0,0
10615,592,0,0,0
10616,592,0,0,0
10617,592,0,0,0
10618,592,0,0,0
10619,592,0,0,0
10620,592,0,0,0
10621,592,0,0,0
10622,592,0,0,0
10623,592,0,0,0
10624,592,0,0,0
10625,592,0,0,0
10626,592,0,0,0
10627,592,0,0,0
10628,592,0,0,0
10629,592,0,0,0
10630,592,0,0,0
10631,592,0,0,0
10632,592,0,0,0
10633,566,1,0,26
10634,566,0,0,0
10635,566,0,0,0
10636,566,0,0,0
10637,566,0,0,0
10638,566,0,0,0
10639,566,0,0,0
10640,566,0,0,0
10641,566,0,0,0
10642,566,0,0,0
10643,566,0,0,0
10644,566,0,0,0
10645,566,0,0,0
10646,566,0,0,0
10647,566,0,0,0
10648,566,0,0,0
10649,566,0,0,0
10650,566,0,0,0
10651,566,0,0,0
10652,566,0,0,0
10653,566,0,0,0
10654,566,0,0,0
10655,566,0,0,0
10656,566,0,0,0
10657,566,0,0,0
10658,566,0,0,0
10659,566,0,0,0
10660,566,0,0,0
10661,566,0,0,0
10662,566,0,0,0
10663,566,0,0,0
10664,566,0,0,0
10665,566,0,0,0
10666,566,0,0,0
10667,566,0,0,0
10668,566,0,0,0
10669,566,0,0,0
10670,566,0,0,0
10671,566,0,0,0
10672,566,0,0,0
10673,566,0,0,0
10674,566,0,0,0
10675,566,0,0,0
10676,566,0,0,0
10677,566,0,0,0
10678,566,0,0,0
10679,566,0,0,0
10680,566,0,0,0
10681,566,0,0,0
10682,566,0,0,0
10683,566,0,0,0
10684,566,0,0,0
10685,566,0,0,0
10686,566,0,0,0
10687,566,0,0,0
10688,566,0,0,0
10689,566,0,0,0
10690,566,0,0,0
10691,566,0,0,0
10692,566,0,0,0
10693,587,1,26,5
10694,587,0,0,0
10695,587,0,0,0
10696,587,0,0,0
10697,587,0,0,0
10698,587,0,0,0
10699,587,0,0,0
10700,587,0,0,0
10701,587,0,0,0
10702,587,0,0,0
10703,587,0,0,0
10704,587,0,0,0
10705,587,0,0,0
10706,587,0,0,0
10707,587,0,0,0
10708,587,0,0,0
10709,587,0,0,0
10710,587,0,0,0
10711,587,0,0,0
10712,587,0,0,0
10713,587,0,0,0
10714,587,0,0,0
10715,587,0,0,0
10716,587,0,0,0
10717,587,0,0,0
10718,587,0,0,0
10719,587,0,0,0
10720,587,0,0,0
10721,587,0,0,0
10722,587,0,0,0
10723,587,0,0,0
10724,587,0,0,0
10725,587,0,0,0
10726,587,0,0,0
10727,587,0,0,0
10728,587,0,0,0
10729,587,0,0,0
10730,587,0,0,0
10731,587,0,0,0
10732,587,0,0,0
10733,587,0,0,0
10734,587,0,0,0
10735,587,0,0,0
10736,587,0,0,0
10737,587,0,0,0
10738,587,0,0,0
10739,587,0,0,0
10740,587,0,0,0
10741,587,0,0,0
10742,587,0,0,0
10743,587,0,0,0
10744,587,0,0,0
10745,587,0,0,0
10746,587,0,0,0
10747,587,0,0,0
10748,587,0,0,0
10749,587,0,0,0
10750,587,0,0,0
10751,587,0,0,0
10752,587,0,0,0
10753,592,1,5,0
10754,592,0,0,0
10755,592,0,0,0
10756,592,0,0,0
10757,592,0,0,0
10758,592,0,0,0
10759,592,0,0,0
10760,592,0,0,0
10761,592,0,0,0
10762,592,0,0,0
10763,592,0,0,0
10764,592,0,0,0
10765,592,0,0,0
10766,592,0,0,0
10767,592,0,0,0
10768,592,0,0,0
10769,592,0,0,0
10770,592,0,0,0
10771,592,0,0,0
10772,592,0,0,0
10773,592,0,0,0
10774,592,0,0,0
10775,592,0,0,0
10776,592,0,0,0
10777,592,0,0,0
10778,592,0,0,0
10779,592,0,0,0
10780,592,0,0,0
10781,592,0,0,0
10782,592,0,0,0
10783,592,0,0,0
10784,592,0,0,0
10785,592,0,0,0
10786,592,0,0,0
10787,592,0,0,0
10788,592,0,0,0
10789,592,0,0,0
10790,592,0,0,0
10791,592,0,0,0
10792,592,0,0,0
10793,592,0,0,0
10794,592,0,0,0
10795,592,0,0,0
10796,592,0,0,0
10797,592,0,0,0
10798,592,0,0,0
10799,592,0,0,0
10800,592,0,0,0
10801,592,0,0,0
10802,566,1,0,26
10803,566,0,0,0
10804,566,0,0,0
10805,566,0,0,0
10806,566,0,0,0
10807,566,0,0,0
10808,566,0,0,0
10809,566,0,0,0
10810,566,0,0,0
10811,566,0,0,0
10812,566,0,0,0
10813,566,0,0,0
10814,566,0,0,0
10815,566,0,0,0
10816,566,0,0,0
10817,566,0,0,0
10818,566,0,0,0
10819,566,0,0,0
10820,566,0,0,0
10821,566,0,0,0
10822,566,0,0,0
10823,566,0,0,0
10824,566,0,0,0
10825,566,0,0,0
10826,566,0,0,0
10827,566,0,0,0
10828,566,0,0,0
10829,566,0,0,0
10830,566,0,0,0
10831,566,0,0,0
10832,566,0,0,0
10833,566,0,0,0
10834,566,0,0,0
10835,566,0,0,0
10836,566,0,0,0
10837,566,0,0,0
10838,566,0,0,0
10839,566,0,0,0
10840,566,0,0,0
10841,566,0,0,0
10842,566,0,0,0
10843,566,0,0,0
10844,566,0,0,0
10845,566,0,0,0
10846,566,0,0,0
10847,566,0,0,0
10848,566,0,0,0
10849,566,0,0,0
10850,566,0,0,0
10851,566,0,0,0
10852,566,0,0,0
10853,566,0,0,0
10854,566,0,0,0
10855,566,0,0,0
10856,566,0,0,0
10857,566,0,0,0
10858,566,0,0,0
10859,566,0,0,0
10860,566,0,0,0
10861,566,0,0,0
10862,587,1,26,5
10863,587,0,0,0
10864,587,0,0,0
10865,587,0,0,0
10866,587,0,0,0
10867,587,0,0,0
10868,587,0,0,0
10869,587,0,0,0
10870,587,0,0,0
10871,587,0,0,0
10872,587,0,0,0
10873,587,0,0,0
10874,587,0,0,0
10875,587,0,0,0
10876,587,0,0,0
10877,587,0,0,0
10878,587,0,0,0
10879,587,0,0,0
10880,587,0,0,0
10881,587,0,0,0
10882,587,0,0,0
10883,587,0,0,0
10884,587,0,0,0
10885,587,0,0,0
10886,587,0,0,0
10887,587,0,0,0
10888,587,0,0,0
10889,587,0,0,0
10890,587,0,0,0
10891,587,0,0,0
10892,587,0,0,0
10893,587,0,0,0
10894,587,0,0,0
10895,587,0,0,0
10896,587,0,0,0
10897,587,0,0,0
10898,587,0,0,0
10899,587,0,0,0
10900,587,0,0,0
10901,587,0,0,0
10902,587,0,0,0
10903,587,0,0,0
10904,587,0,0,0
10905,587,0,0,0
10906,587,0,0,0
10907,587,0,0,0
10908,587,0,0,0
10909,587,0,0,0
10910,587,0,0,0
10911,587,0,0,0
10912,587,0,0,0
10913,587,0,0,0
10914,587,0,0,0
10915,587,0,0,0
10916,587,0,0,0
10917,587,0,0,0
10918,587,0,0,0
10919,587,0,0,0
10920,587,0,0,0
10921,587,0,0,0
10922,592,1,5,0
10923,592,0,0,0
10924,592,0,0,0
10925,592,0,0,0
10926,592,0,0,0
10927,592,0,0,0
10928,592,0,0,0
10929,592,0,0,0
10930,592,0,0,0
10931,592,0,0,0
10932,592,0,0,0
10933,592,0,0,0
10934,592,0,0,0
10935,592,0,0,0
10936,592,0,0,0
10937,592,0,0,0
10938,592,0,0,0
10939,592,0,0,0
10940,592,0,0,0
10941,592,0,0,0
10942,592,0,0,0
10943,592,0,0,0
10944,592,0,0,0
10945,592,0,0,0
10946,592,0,0,0
10947,592,0,0,0
10948,592,0,0,0
10949,592,0,0,0
10950,592,0,0,0
10951,592,0,0,0
10952,592,0,0,0
10953,592,0,0,0
10954,592,0,0,0
10955,592,0,0,0
10956,592,0,0,0
10957,592,0,0,0
10958,592,0,0,0
10959,592,0,0,0
10960,592,0,0,0
10961,592,0,0,0
10962,592,0,0,0
10963,592,0,0,0
10964,592,0,0,0
10965,592,0,0,0
10966,592,0,0,0
10967,592,0,0,0
10968,592,0,0,0
10969,592,0,0,0
10970,592,0,0,0
10971,566,1,0,26
10972,566,0,0,0
